"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","06","6","-","All sectors","Number","510"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","06","6","01","Private sector","Number","333"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","06","6","02","Public sector","Number","177"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","07","7","-","All sectors","Number","519"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","07","7","01","Private sector","Number","327"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","07","7","02","Public sector","Number","189"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","08","8","-","All sectors","Number","510"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","08","8","01","Private sector","Number","312"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","08","8","02","Public sector","Number","198"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","09","9","-","All sectors","Number","516"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","09","9","01","Private sector","Number","306"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","09","9","02","Public sector","Number","210"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","10","10","-","All sectors","Number","513"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","10","10","01","Private sector","Number","294"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","10","10","02","Public sector","Number","219"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","11","11","-","All sectors","Number","522"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","11","11","01","Private sector","Number","294"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","11","11","02","Public sector","Number","228"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","12","12","-","All sectors","Number","522"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","12","12","01","Private sector","Number","285"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","12","12","02","Public sector","Number","237"
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2011","2011","702","Social Care","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","01","1","-","All sectors","Number","78"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","01","1","01","Private sector","Number","39"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","01","1","02","Public sector","Number","39"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","02","2","-","All sectors","Number","75"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","02","2","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","02","2","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","03","3","-","All sectors","Number","69"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","03","3","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","03","3","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","04","4","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","04","4","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","04","4","02","Public sector","Number","45"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","05","5","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","05","5","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","05","5","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","06","6","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","06","6","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","06","6","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","07","7","-","All sectors","Number","66"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","07","7","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","07","7","02","Public sector","Number","51"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","08","8","-","All sectors","Number","63"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","08","8","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","08","8","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","09","9","-","All sectors","Number","69"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","09","9","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","09","9","02","Public sector","Number","51"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","10","10","-","All sectors","Number","69"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","10","10","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","10","10","02","Public sector","Number","51"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","11","11","-","All sectors","Number","69"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","11","11","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","11","11","02","Public sector","Number","51"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","01","1","-","All sectors","Number","975"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","01","1","01","Private sector","Number","360"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","01","1","02","Public sector","Number","615"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","02","2","-","All sectors","Number","888"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","02","2","01","Private sector","Number","294"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","02","2","02","Public sector","Number","594"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","03","3","-","All sectors","Number","897"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","03","3","01","Private sector","Number","294"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","03","3","02","Public sector","Number","603"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","04","4","-","All sectors","Number","900"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","04","4","01","Private sector","Number","297"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","04","4","02","Public sector","Number","600"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","05","5","-","All sectors","Number","930"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","05","5","01","Private sector","Number","294"
"HGO19C01","Number of Health Graduates","2012","2012","30","Nursing and Midwifery","20","Female","05","5","02","Public sector","Number","639"
